Record,Spp #,Species,Length (mm),Weight (g),Length (in),Weight (lbs),Sex,Maturity,MM,DD,YYYY,Date,WaterBody,Section,Count,Notes,LOC_Name,LOC_Number,NetType,Position,Season,TimeSet,TimePulled,HoursSet,H2O Temp (F),H2O Temp (C),NetNumb,NetCount,Condition (Fulton's K),Condition Filtered,Strategy,Length (cm),100 mm Group
115767,58,LS SU,455,916,17.91,2.02,,,5,14,2019,14-May-19,Koocanusa,Rexford,1,,North Point Murray,13,2,,Spring,13:55,8:53,18.97,60,,13,1,97.24,TRUE,Mainstem,45,400
116384,29,PEA,238,120,9.37,0.26,,,5,14,2019,14-May-19,Koocanusa,Rexford,1,,North Point Tobacco,8,2,,Spring,13:42,8:31,18.82,60,,8,1,89.01,TRUE,Mainstem,23,200
115836,58,LS SU,441,908,17.36,2,,,5,14,2019,14-May-19,Koocanusa,Rexford,1,,North Point Young,17,2,,Spring,14:25,9:58,19.55,60,,17,1,105.87,TRUE,Mainstem,44,400
115906,58,LS SU,452,810,17.8,1.78,,,5,14,2019,14-May-19,Koocanusa,Rexford,1,,North Sophie,18,2,,Spring,14:18,9:21,19.05,60,,18,1,87.71,TRUE,Mainstem,45,400
116059,29,PEA,260,158,10.24,0.35,,,5,14,2019,14-May-19,Koocanusa,Rexford,1,,Sandhill,19,2,,Spring,14:51,10:05,19.23,60,,19,1,89.9,TRUE,Mainstem,26,200
116128,33,N PMN,530,2127,20.87,4.69,,,5,14,2019,14-May-19,Koocanusa,Rexford,1,,South Black Lake,2,2,,Spring,14:48,10:52,20.07,60,,2,1,142.87,TRUE,Mainstem,53,500
116438,33,N PMN,365,435,14.37,0.96,,,5,14,2019,14-May-19,Koocanusa,Rexford,1,,South of Far South Tobacco,5,2,,Spring,15:00,11:07,20.12,60,,5,1,89.46,TRUE,Mainstem,36,300
116188,29,PEA,248,120,9.76,0.26,,,5,14,2019,14-May-19,Koocanusa,Rexford,1,,South Sophie,14,2,,Spring,14:00,9:01,19.02,60,,14,1,78.67,TRUE,Mainstem,24,200
116491,33,N PMN,380,457,14.96,1.01,,,5,14,2019,14-May-19,Koocanusa,Rexford,1,,South Tobacco,7,2,,Spring,15:10,10:24,19.23,60,,7,1,83.28,TRUE,Mainstem,38,300
117358,33,N PMN,258,146,10.16,0.32,,,5,12,2020,5/12/2020,Koocanusa,Rexford,1,,Far South Tobacco,6,2,,Spring,16:38,8:34,15.93333333,53.3,11.8,6,1,85.01,TRUE,Mainstem,25,200
117736,33,N PMN,368,494,14.49,1.09,,,5,12,2020,5/12/2020,Koocanusa,Rexford,1,,Mid Sophie,15,2,,Spring,15:37,9:30,17.88333333,53.3,11.8,15,1,99.13,TRUE,Mainstem,36,300
117684,29,PEA,227,83,8.94,0.18,,,5,12,2020,5/12/2020,Koocanusa,Rexford,1,,North Black Lake,3,2,,Spring,16:30,8:23,15.88333333,53.3,11.8,3,1,70.96,TRUE,Mainstem,22,200
117213,29,PEA,270,170,10.63,0.37,,,5,12,2020,5/12/2020,Koocanusa,Rexford,1,,North of North Point Tobacco,9,2,,Spring,13:12,9:00,19.8,53.3,11.8,9,1,86.37,TRUE,Mainstem,27,200
117568,29,PEA,260,146,10.24,0.32,,,5,12,2020,5/12/2020,Koocanusa,Rexford,1,,North Point Dodge,10,2,,Spring,16:11,8:04,15.88333333,53.3,11.8,10,1,83.07,TRUE,Mainstem,26,200
117473,29,PEA,243,120,9.57,0.26,,,5,12,2020,5/12/2020,Koocanusa,Rexford,1,,North Point Murray,13,2,,Spring,15:19,9:07,17.8,53.3,11.8,13,1,83.63,TRUE,Mainstem,24,200
117264,29,PEA,295,217,11.61,0.48,,,5,12,2020,5/12/2020,Koocanusa,Rexford,1,,North Point Tobacco,8,2,,Spring,15:05,8:53,17.8,53.3,11.8,8,1,84.53,TRUE,Mainstem,29,200
117839,29,PEA,262,145,10.31,0.32,,,5,12,2020,5/12/2020,Koocanusa,Rexford,1,,North Point Young,17,2,,Spring,15:57,7:51,15.9,53.3,11.8,17,1,80.62,TRUE,Mainstem,26,200
117525,33,N PMN,514,1264,20.24,2.78,,,5,12,2020,5/12/2020,Koocanusa,Rexford,1,,North Sophie,18,2,,Spring,15:49,7:45,15.93333333,53.3,11.8,18,1,93.08,TRUE,Mainstem,51,500
117416,29,PEA,250,130,9.84,0.29,,,5,12,2020,5/12/2020,Koocanusa,Rexford,1,,Sandhill,19,2,,Spring,16:04,7:45,15.68333333,53.3,11.8,19,1,83.46,TRUE,Mainstem,25,200
117616,33,N PMN,279,161,10.98,0.35,,,5,12,2020,5/12/2020,Koocanusa,Rexford,1,,South Black Lake,2,2,,Spring,16:24,8:17,15.88333333,53.3,11.8,2,1,74.13,TRUE,Mainstem,27,200
117301,29,PEA,290,198,11.42,0.44,,,5,12,2020,5/12/2020,Koocanusa,Rexford,1,,South of Far South Tobacco,5,2,,Spring,16:34,8:28,15.9,53.3,11.8,5,1,81.18,TRUE,Mainstem,29,200
117792,33,N PMN,528,1504,20.79,3.31,,,5,12,2020,5/12/2020,Koocanusa,Rexford,1,,South Sophie,14,2,,Spring,15:25,9:14,17.81666667,53.3,11.8,14,1,102.18,TRUE,Mainstem,52,500
117154,29,PEA,252,122,9.92,0.27,,,5,12,2020,5/12/2020,Koocanusa,Rexford,1,,South Tobacco,7,2,,Spring,16:43,8:48,16.08333333,53.3,11.8,7,1,76.24,TRUE,Mainstem,25,200
119245,29,PEA,245,126,9.65,0.28,,,5,10,2021,5/10/2021,Koocanusa,Rexford,1,,Far South Tobacco,6,2,,Spring,16:18,10:54,18.6,54.9,12.7,6,1,85.68,TRUE,Mainstem,24,200
118767,29,PEA,308,272,12.13,0.6,,,5,10,2021,5/10/2021,Koocanusa,Rexford,1,,Mid Sophie,15,2,,Spring,15:14,9:25,18.18333333,54.9,12.7,15,1,93.09,TRUE,Mainstem,30,300
119145,29,PEA,267,150,10.51,0.33,,,5,10,2021,5/10/2021,Koocanusa,Rexford,1,,North Black Lake,3,2,,Spring,16:07,10:35,18.46666667,54.9,12.7,3,1,78.81,TRUE,Mainstem,26,200
118581,29,PEA,237,102,9.33,0.22,,,5,10,2021,5/10/2021,Koocanusa,Rexford,1,,North of North Point Tobacco,9,2,,Spring,14:48,8:58,18.16666667,54.9,12.7,9,1,76.62,TRUE,Mainstem,23,200
119021,33,N PMN,485,1256,19.09,2.77,,,5,10,2021,5/10/2021,Koocanusa,Rexford,1,,North Point Dodge,10,2,,Spring,15:48,10:16,18.46666667,54.9,12.7,10,1,110.09,TRUE,Mainstem,48,400
118634,33,N PMN,504,1179,19.84,2.6,,,5,10,2021,5/10/2021,Koocanusa,Rexford,1,,North Point Murray,13,2,,Spring,15:00,9:10,18.16666667,54.9,12.7,13,1,92.09,TRUE,Mainstem,50,500
118530,33,N PMN,568,1913,22.36,4.21,,,5,10,2021,5/10/2021,Koocanusa,Rexford,1,,North Point Tobacco,8,2,,Spring,14:45,8:51,18.1,54.9,12.7,8,1,104.39,TRUE,Mainstem,56,500
118875,33,N PMN,485,1222,19.09,2.69,,,5,10,2021,5/10/2021,Koocanusa,Rexford,1,,North Point Young,17,2,,Spring,15:34,9:47,18.21666667,54.9,12.7,17,1,107.11,TRUE,Mainstem,48,400
118813,33,N PMN,495,1570,19.49,3.46,,,5,10,2021,5/10/2021,Koocanusa,Rexford,1,,North Sophie,18,2,,Spring,15:26,9:38,18.2,54.9,12.7,18,1,129.44,TRUE,Mainstem,49,400
118948,29,PEA,271,166,10.67,0.37,,,5,10,2021,5/10/2021,Koocanusa,Rexford,1,,Sandhill,19,2,,Spring,15:34,9:47,18.21666667,54.9,12.7,19,1,83.41,TRUE,Mainstem,27,200
119084,29,PEA,255,129,10.04,0.28,,,5,10,2021,5/10/2021,Koocanusa,Rexford,1,,South Black Lake,2,2,,Spring,16:00,10:28,18.46666667,54.9,12.7,2,1,77.8,TRUE,Mainstem,25,200
119187,29,PEA,230,108,9.06,0.24,,,5,10,2021,5/10/2021,Koocanusa,Rexford,1,,South of Far South Tobacco,5,2,,Spring,16:12,10:40,18.46666667,54.9,12.7,5,1,88.76,TRUE,Mainstem,23,200
118698,33,N PMN,259,134,10.2,0.3,,,5,10,2021,5/10/2021,Koocanusa,Rexford,1,,South Sophie,14,2,,Spring,15:06,9:18,18.2,54.9,12.7,14,1,77.13,TRUE,Mainstem,25,200
119297,29,PEA,260,134,10.24,0.3,,,5,10,2021,5/10/2021,Koocanusa,Rexford,1,,South Tobacco,7,2,,Spring,16:22,10:48,18.43333333,54.9,12.7,7,1,76.24,TRUE,Mainstem,26,200
119805,29,PEA,257,150,10.12,0.33,Female,mature,5,10,2022,5/10/2022,Koocanusa,Rexford,1,"SE sample, mature female",Far South Tobacco,6,2,,Spring,16:13,11:17,19.06666667,50,,6,1,88.37,TRUE,Mainstem,25,200
119825,29,PEA,254,132,10,0.29,,,5,10,2022,5/10/2022,Koocanusa,Rexford,1,,Mid Sophie,15,2,,Spring,14:54,12:03,21.15,50,,15,1,80.55,TRUE,Mainstem,25,200
119835,58,LS SU,355,372,13.98,0.82,,,5,10,2022,5/10/2022,Koocanusa,Rexford,1,,North Black Lake,3,2,,Spring,15:56,10:53,18.95,50,,3,1,83.15,TRUE,Mainstem,35,300
119876,33,N PMN,280,184,11.02,0.41,,,5,10,2022,5/10/2022,Koocanusa,Rexford,1,,North of North Point Tobacco,9,2,,Spring,14:29,10:21,19.86666667,50,,9,1,83.82,TRUE,Mainstem,28,200
119956,29,PEA,246,122,9.69,0.27,,,5,10,2022,5/10/2022,Koocanusa,Rexford,1,,North Point Dodge,10,2,,Spring,15:35,12:42,21.11666667,50,,10,1,81.95,TRUE,Mainstem,24,200
119999,33,N PMN,539,1588,21.22,3.5,Female,mature,5,10,2022,5/10/2022,Koocanusa,Rexford,1,se sample,North Point Murray,13,2,,Spring,14:39,11:45,21.1,50,,13,1,101.41,TRUE,Mainstem,53,500
120045,26,LING,573,1508,22.56,3.32,,,5,10,2022,5/10/2022,Koocanusa,Rexford,1,,North Point Tobacco,8,2,,Spring,14:23,10:15,19.86666667,50,,U,1,80.16,TRUE,Mainstem,57,500
120176,33,N PMN,364,490,14.33,1.08,,,5,10,2022,5/10/2022,Koocanusa,Rexford,1,,North Point Young,17,2,,Spring,15:13,12:20,21.11666667,50,,17,1,101.6,TRUE,Mainstem,36,300
120257,33,N PMN,421,898,16.57,1.98,Female,mature,5,10,2022,5/10/2022,Koocanusa,Rexford,1,se sample,North Sophie,18,2,,Spring,15:02,12:13,21.18333333,50,,18,1,120.35,TRUE,Mainstem,42,400
120314,33,N PMN,476,1214,18.74,2.67,,,5,10,2022,5/10/2022,Koocanusa,Rexford,1,,Sandhill,19,2,,Spring,15:23,12:30,21.11666667,50,,19,1,112.56,TRUE,Mainstem,47,400
120363,33,N PMN,463,1051,18.23,2.31,Female,mature,5,10,2022,5/10/2022,Koocanusa,Rexford,1,"SE sample, mature female",South Black Lake,2,2,,Spring,15:49,10:34,18.75,50,,2,1,105.89,TRUE,Mainstem,46,400
120406,29,PEA,239,106,9.41,0.23,,,5,10,2022,5/10/2022,Koocanusa,Rexford,1,,South of Far South Tobacco,5,2,,Spring,16:05,11:07,19.03333333,50,10,5,1,77.64,TRUE,Mainstem,23,200
120471,33,N PMN,514,1520,20.24,3.35,Female,mature,5,10,2022,5/10/2022,Koocanusa,Rexford,1,se sample,South Sophie,14,2,,Spring,14:47,11:53,21.1,50,,14,1,111.93,TRUE,Mainstem,51,500
120536,29,PEA,210,70,8.27,0.15,,,5,10,2022,5/10/2022,Koocanusa,Rexford,1,,South Tobacco,7,2,,Spring,16:19,11:30,19.18333333,50,,7,1,75.59,TRUE,Mainstem,21,200
121271,33,N PMN,532,1444,,,,,5,10,2023,5/10/2023,Koocanusa,Rexford,1,,Far South Tobacco,6,2,,Spring,17:18,10:53,17.58,62.3,,6,1,,,,,
121339,33,N PMN,600,1997,,,,,5,10,2023,5/10/2023,Koocanusa,Rexford,1,,Mid Sophie,15,2,,Spring,16:11,9:16,17.08,62.3,,15,1,,,,,
121387,33,N PMN,306,234,,,,,5,10,2023,5/10/2023,Koocanusa,Rexford,1,,North Black Lake,3,2,,Spring,17:04,10:36,17.53,62.3,,3,1,,,,,
121455,33,N PMN,502,1101,,,,,5,10,2023,5/10/2023,Koocanusa,Rexford,1,,North of North Point Tobacco,9,2,,Spring,15:44,8:47,17.05,62.3,,9,1,,,,,
121510,58,LS SU,444,818,,,,,5,10,2023,5/10/2023,Koocanusa,Rexford,1,,North Point Dodge ,10,2,,Spring,16:47,10:09,17.37,62.3,,10,1,,,,,
121612,33,N PMN,391,477,,,,,5,10,2023,5/10/2023,Koocanusa,Rexford,1,,North Point Murray,13,2,,Spring,15:54,8:58,17.07,62.3,,13,1,,,,,
121680,29,PEA,210,71,,,,,5,10,2023,5/10/2023,Koocanusa,Rexford,1,,North Point Tobacco,8,2,,Spring,15:39,8:42,17.05,62.3,,8,1,,,,,
121741,33,N PMN,413,627,,,,,5,10,2023,5/10/2023,Koocanusa,Rexford,1,,North Point Young,17,2,,Spring,16:32,9:36,17.07,62.3,,17,1,,,,,
121825,33,N PMN,544,1720,,,,,5,10,2023,5/10/2023,Koocanusa,Rexford,1,,North Sophie,18,2,,Spring,16:21,9:28,17.12,62.3,,18,1,,,,,
121885,33,N PMN,344,298,,,,,5,10,2023,5/10/2023,Koocanusa,Rexford,1,,Sandhill,19,2,,Spring,16:40,9:43,17.05,62.3,,19,1,,,,,
121956,33,N PMN,538,1691,,,,,5,10,2023,5/10/2023,Koocanusa,Rexford,1,,South Black Lake ,2,2,,Spring,16:59,10:24,17.42,62.3,,2,1,,,,,
122016,33,N PMN,524,488,,,,,5,10,2023,5/10/2023,Koocanusa,Rexford,1,,South of Far South Tobacco,5,2,,Spring,17:10,10:46,17.6,62.3,,5,1,,,,,
122069,58,LS SU,464,968,,,,,5,10,2023,5/10/2023,Koocanusa,Rexford,1,,South Sophie,14,2,,Spring,16:01,9:06,17.08,62.3,,14,1,,,,,
122165,29,PEA,269,155,,,,,5,10,2023,5/10/2023,Koocanusa,Rexford,1,,South Tobacco,7,2,,Spring,17:22,11:02,17.67,62.3,,7,1,,,,,
