Record,SppNumb,Species,Length_mm,Weight_g,Sex,Maturity,MM,DD,YYYY,Date,WaterBody,Section,Count,Notes,LOC_Name,LOC_Number,NetType,Position,Season,NetNumb,NetCount,Condition (Fulton's K),Condition Filtered,Strategy,100mmGroup
8942,8,KOK,381,544,,,10,7,1975,10/7/1975,Koocanusa,Tenmile,1,,,,1,,Fall,278,,98.36,TRUE,Pre-Biop,300
15656,8,KOK,384,485,Male,,10,2,1979,10/2/1979,Koocanusa,Canada,1,,,,1,,Fall,643,,86.02,TRUE,Pre-Biop,300
15693,8,KOK,414,680,Female,,10,2,1979,10/2/1979,Koocanusa,Canada,1,,,,1,,Fall,646,,95.87,TRUE,Pre-Biop,400
15741,8,KOK,455,998,Male,,10,2,1979,10/2/1979,Koocanusa,Canada,1,,,,1,,Fall,649,,106.18,TRUE,Pre-Biop,400
15811,8,KOK,363,404,Female,,10,2,1979,10/2/1979,Koocanusa,Canada,1,,,,1,,Fall,654,,84.25,TRUE,Pre-Biop,300
15812,8,KOK,460,1052,Female,,10,2,1979,10/2/1979,Koocanusa,Canada,1,,,,1,,Fall,654,,108.3,TRUE,Pre-Biop,400
15843,8,KOK,450,953,Female,,10,2,1979,10/2/1979,Koocanusa,Canada,1,,,,1,,Fall,655,,104.82,TRUE,Pre-Biop,400
15842,8,KOK,467,1061,Female,,10,2,1979,10/2/1979,Koocanusa,Canada,1,,,,1,,Fall,655,,103.97,TRUE,Pre-Biop,400
15380,8,KOK,431,743,Male,,10,2,1979,10/2/1979,Koocanusa,Rexford,1,,South Black Lake,2,1,,Fall,828,1,92.8,TRUE,Pre-Biop,400
15409,8,KOK,421,771,Male,,10,2,1979,10/2/1979,Koocanusa,Rexford,1,,South Black Lake,2,1,,Fall,829,,103.33,TRUE,Pre-Biop,400
15545,8,KOK,464,1043,Male,,10,2,1979,10/2/1979,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,832,1,104.41,TRUE,Pre-Biop,400
15487,8,KOK,457,1043,Female,,10,2,1979,10/2/1979,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,834,1,109.28,TRUE,Pre-Biop,400
16035,8,KOK,449,970,,,10,3,1979,10/3/1979,Koocanusa,Rexford,1,,North of North Point Tobacco,9,1,,Fall,842,,107.16,TRUE,Pre-Biop,400
16036,8,KOK,457,934,,,10,3,1979,10/3/1979,Koocanusa,Rexford,1,,North of North Point Tobacco,9,1,,Fall,842,,97.86,TRUE,Pre-Biop,400
16601,8,KOK,373,471,,,10,10,1979,10/10/1979,Koocanusa,Tenmile,1,,North Point Fivemile,7,1,,Fall,27,,90.76,TRUE,Pre-Biop,300
17228,8,KOK,434,871,,,9,23,1980,9/23/1980,Koocanusa,Canada,1,,,,1,,Fall,656,,106.29,TRUE,Pre-Biop,400
17227,8,KOK,452,916,,,9,23,1980,9/23/1980,Koocanusa,Canada,1,,,,1,,Fall,656,,99.14,TRUE,Pre-Biop,400
17226,8,KOK,480,1034,,,9,23,1980,9/23/1980,Koocanusa,Canada,1,,,,1,,Fall,656,1,93.48,TRUE,Pre-Biop,400
17242,8,KOK,381,590,,,9,23,1980,9/23/1980,Koocanusa,Canada,1,,,,1,,Fall,657,,106.62,TRUE,Pre-Biop,300
17241,8,KOK,503,1116,,,9,23,1980,9/23/1980,Koocanusa,Canada,1,,,,1,,Fall,657,,87.72,TRUE,Pre-Biop,500
17276,8,KOK,434,862,,,9,23,1980,9/23/1980,Koocanusa,Canada,1,,,,1,,Fall,661,,105.18,TRUE,Pre-Biop,400
17315,8,KOK,445,925,,,9,23,1980,9/23/1980,Koocanusa,Canada,1,,,,1,,Fall,665,,105.36,TRUE,Pre-Biop,400
17332,8,KOK,455,962,,,9,23,1980,9/23/1980,Koocanusa,Canada,1,,,,1,,Fall,666,,102.32,TRUE,Pre-Biop,400
17532,8,KOK,450,889,,,9,24,1980,9/24/1980,Koocanusa,Canada,1,,,,1,,Fall,684,,97.84,TRUE,Pre-Biop,400
17570,8,KOK,447,771,,,9,24,1980,9/24/1980,Koocanusa,Canada,1,,,,1,,Fall,688,,86.31,TRUE,Pre-Biop,400
17598,8,KOK,437,789,,,9,24,1980,9/24/1980,Koocanusa,Canada,1,,,,1,,Fall,690,,94.65,TRUE,Pre-Biop,400
19442,8,KOK,368,539,,,10,7,1981,10/7/1981,Koocanusa,Tenmile,1,,North Point Fivemile,7,1,,Fall,46,,108.15,TRUE,Pre-Biop,300
19478,8,KOK,373,548,,,10,7,1981,10/7/1981,Koocanusa,Tenmile,1,,North Point Fivemile,7,1,,Fall,57,,105.6,TRUE,Pre-Biop,300
19632,8,KOK,304,267,,,10,8,1981,10/8/1981,Koocanusa,Tenmile,1,,North Point Fivemile,7,1,,Fall,49,,95.04,TRUE,Pre-Biop,300
19650,8,KOK,358,467,,,10,8,1981,10/8/1981,Koocanusa,Tenmile,1,,North Point Fivemile,7,1,,Fall,51,,101.78,TRUE,Pre-Biop,300
19707,8,KOK,294,231,,,10,8,1981,10/8/1981,Koocanusa,Tenmile,1,,North Point Fivemile,7,1,,Fall,56,,90.9,TRUE,Pre-Biop,200
19706,8,KOK,299,299,,,10,8,1981,10/8/1981,Koocanusa,Tenmile,1,,North Point Fivemile,7,1,,Fall,56,,111.86,TRUE,Pre-Biop,200
19713,8,KOK,279,213,,,10,8,1981,10/8/1981,Koocanusa,Tenmile,1,,North Point Fivemile,7,1,,Fall,61,,98.08,TRUE,Pre-Biop,200
19718,8,KOK,393,630,,,10,8,1981,10/8/1981,Koocanusa,Tenmile,1,,North Point Fivemile,7,1,,Fall,62,,103.79,TRUE,Pre-Biop,300
19742,8,KOK,332,403,,,10,8,1981,10/8/1981,Koocanusa,Tenmile,1,,North Point Fivemile,7,1,,Fall,64,,110.13,TRUE,Pre-Biop,300
19743,8,KOK,363,485,,,10,8,1981,10/8/1981,Koocanusa,Tenmile,1,,North Point Fivemile,7,1,,Fall,64,,101.4,TRUE,Pre-Biop,300
19780,8,KOK,360,480,,,10,8,1981,10/8/1981,Koocanusa,Tenmile,1,,North Point Fivemile,7,1,,Fall,78,,102.88,TRUE,Pre-Biop,300
19779,8,KOK,386,598,,,10,8,1981,10/8/1981,Koocanusa,Tenmile,1,,North Point Fivemile,7,1,,Fall,78,,103.98,TRUE,Pre-Biop,300
19900,8,KOK,360,458,,,10,12,1981,10/12/1981,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,176,,98.17,TRUE,Pre-Biop,300
20112,8,KOK,317,317,,,10,13,1981,10/13/1981,Koocanusa,Rexford,1,,,,1,,Fall,1812,,99.51,TRUE,Pre-Biop,300
20120,8,KOK,307,290,,,10,21,1981,10/21/1981,Koocanusa,Tenmile,1,,,,1,,Fall,1802,,100.23,TRUE,Pre-Biop,300
20119,8,KOK,320,353,,,10,21,1981,10/21/1981,Koocanusa,Tenmile,1,,,,1,,Fall,1802,,107.73,TRUE,Pre-Biop,300
21015,8,KOK,429,834,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,187,1,105.63,TRUE,Pre-Biop,400
21017,8,KOK,436,870,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,187,,104.97,TRUE,Pre-Biop,400
21022,8,KOK,441,807,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,187,,94.09,TRUE,Pre-Biop,400
21021,8,KOK,447,916,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,187,,102.56,TRUE,Pre-Biop,400
21020,8,KOK,449,861,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,187,,95.12,TRUE,Pre-Biop,400
21019,8,KOK,452,879,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,187,,95.19,TRUE,Pre-Biop,400
21024,8,KOK,452,988,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,187,,106.99,TRUE,Pre-Biop,400
21018,8,KOK,454,834,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,187,,89.12,TRUE,Pre-Biop,400
21023,8,KOK,454,879,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,187,,93.93,TRUE,Pre-Biop,400
21016,8,KOK,469,970,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,187,,94.03,TRUE,Pre-Biop,400
21055,8,KOK,398,,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,188,,,FALSE,Pre-Biop,300
21051,8,KOK,406,,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,188,,,FALSE,Pre-Biop,400
21053,8,KOK,406,,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,188,,,FALSE,Pre-Biop,400
21056,8,KOK,431,,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,188,,,FALSE,Pre-Biop,400
21045,8,KOK,439,879,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,188,,103.9,TRUE,Pre-Biop,400
21043,8,KOK,452,997,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,188,,107.96,TRUE,Pre-Biop,400
21047,8,KOK,454,925,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,188,,98.85,TRUE,Pre-Biop,400
21048,8,KOK,454,,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,188,,,FALSE,Pre-Biop,400
21044,8,KOK,457,916,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,188,,95.97,TRUE,Pre-Biop,400
21046,8,KOK,457,952,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,188,,99.74,TRUE,Pre-Biop,400
21049,8,KOK,459,,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,188,,,FALSE,Pre-Biop,400
21050,8,KOK,462,,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,188,,,FALSE,Pre-Biop,400
21052,8,KOK,462,,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,188,,,FALSE,Pre-Biop,400
21054,8,KOK,464,,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,188,,,FALSE,Pre-Biop,400
21042,8,KOK,477,997,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,188,1,91.86,TRUE,Pre-Biop,400
21083,8,KOK,363,399,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,189,,83.42,TRUE,Pre-Biop,300
21082,8,KOK,396,535,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,189,,86.15,TRUE,Pre-Biop,300
21069,8,KOK,403,644,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,189,,98.39,TRUE,Pre-Biop,400
21066,8,KOK,408,752,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,189,1,110.72,TRUE,Pre-Biop,400
21070,8,KOK,419,716,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,189,,97.34,TRUE,Pre-Biop,400
21077,8,KOK,419,802,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,189,,109.03,TRUE,Pre-Biop,400
21087,8,KOK,426,752,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,189,,97.27,TRUE,Pre-Biop,400
21073,8,KOK,429,771,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,189,,97.65,TRUE,Pre-Biop,400
21076,8,KOK,429,725,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,189,,91.83,TRUE,Pre-Biop,400
21078,8,KOK,431,762,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,189,,95.18,TRUE,Pre-Biop,400
21072,8,KOK,436,816,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,189,,98.45,TRUE,Pre-Biop,400
21088,8,KOK,436,870,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,189,,104.97,TRUE,Pre-Biop,400
21068,8,KOK,439,771,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,189,,91.13,TRUE,Pre-Biop,400
21075,8,KOK,439,825,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,189,,97.51,TRUE,Pre-Biop,400
21081,8,KOK,439,807,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,189,,95.38,TRUE,Pre-Biop,400
21085,8,KOK,439,825,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,189,,97.51,TRUE,Pre-Biop,400
21084,8,KOK,447,898,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,189,,100.54,TRUE,Pre-Biop,400
21086,8,KOK,464,961,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,189,,96.2,TRUE,Pre-Biop,400
21071,8,KOK,467,952,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,189,,93.47,TRUE,Pre-Biop,400
21079,8,KOK,469,979,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,189,,94.9,TRUE,Pre-Biop,400
21067,8,KOK,477,1016,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,189,,93.61,TRUE,Pre-Biop,400
21080,8,KOK,477,1052,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,189,,96.93,TRUE,Pre-Biop,400
21074,8,KOK,490,1070,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,189,,90.95,TRUE,Pre-Biop,400
21115,8,KOK,322,272,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,190,,81.47,TRUE,Pre-Biop,300
21113,8,KOK,378,480,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,190,,88.87,TRUE,Pre-Biop,300
21099,8,KOK,398,535,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,190,,84.86,TRUE,Pre-Biop,300
21103,8,KOK,401,607,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,190,,94.14,TRUE,Pre-Biop,400
21110,8,KOK,401,589,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,190,,91.34,TRUE,Pre-Biop,400
21096,8,KOK,403,635,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,190,,97.02,TRUE,Pre-Biop,400
21114,8,KOK,403,607,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,190,,92.74,TRUE,Pre-Biop,400
21097,8,KOK,406,562,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,190,,83.98,TRUE,Pre-Biop,400
21098,8,KOK,408,653,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,190,,96.15,TRUE,Pre-Biop,400
21112,8,KOK,431,743,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,190,,92.8,TRUE,Pre-Biop,400
21095,8,KOK,441,816,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,190,1,95.14,TRUE,Pre-Biop,400
21105,8,KOK,441,789,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,190,,91.99,TRUE,Pre-Biop,400
21106,8,KOK,444,925,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,190,,105.68,TRUE,Pre-Biop,400
21107,8,KOK,447,834,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,190,,93.38,TRUE,Pre-Biop,400
21111,8,KOK,452,517,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,190,,55.99,TRUE,Pre-Biop,400
21100,8,KOK,454,970,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,190,,103.66,TRUE,Pre-Biop,400
21109,8,KOK,454,898,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,190,,95.96,TRUE,Pre-Biop,400
21101,8,KOK,457,920,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,190,,96.39,TRUE,Pre-Biop,400
21102,8,KOK,462,934,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,190,,94.72,TRUE,Pre-Biop,400
21108,8,KOK,462,916,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,190,,92.89,TRUE,Pre-Biop,400
21104,8,KOK,467,925,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,190,,90.82,TRUE,Pre-Biop,400
21131,8,KOK,414,671,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,191,,94.56,TRUE,Pre-Biop,400
21139,8,KOK,414,671,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,191,,94.56,TRUE,Pre-Biop,400
21137,8,KOK,426,743,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,191,,96.11,TRUE,Pre-Biop,400
21128,8,KOK,434,879,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,191,1,107.53,TRUE,Pre-Biop,400
21134,8,KOK,434,807,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,191,,98.72,TRUE,Pre-Biop,400
21132,8,KOK,444,861,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,191,,98.37,TRUE,Pre-Biop,400
21135,8,KOK,447,889,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,191,,99.54,TRUE,Pre-Biop,400
21129,8,KOK,449,907,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,191,,100.2,TRUE,Pre-Biop,400
21133,8,KOK,449,934,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,191,,103.18,TRUE,Pre-Biop,400
21136,8,KOK,452,852,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,191,,92.26,TRUE,Pre-Biop,400
21138,8,KOK,452,997,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,191,,107.96,TRUE,Pre-Biop,400
21130,8,KOK,480,1052,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,191,,95.12,TRUE,Pre-Biop,400
21160,8,KOK,363,480,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,192,,100.35,TRUE,Pre-Biop,300
21156,8,KOK,398,612,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,192,,97.07,TRUE,Pre-Biop,300
21161,8,KOK,401,693,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,192,,107.47,TRUE,Pre-Biop,400
21157,8,KOK,436,762,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,192,,91.94,TRUE,Pre-Biop,400
21152,8,KOK,444,879,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,192,1,100.42,TRUE,Pre-Biop,400
21154,8,KOK,444,861,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,192,,98.37,TRUE,Pre-Biop,400
21159,8,KOK,444,843,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,192,,96.31,TRUE,Pre-Biop,400
21153,8,KOK,447,889,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,192,,99.54,TRUE,Pre-Biop,400
21158,8,KOK,447,988,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,192,,110.62,TRUE,Pre-Biop,400
21155,8,KOK,449,907,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,192,,100.2,TRUE,Pre-Biop,400
21192,8,KOK,416,807,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,193,,112.1,TRUE,Pre-Biop,400
21190,8,KOK,426,825,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,193,,106.71,TRUE,Pre-Biop,400
21184,8,KOK,436,834,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,193,,100.63,TRUE,Pre-Biop,400
21188,8,KOK,436,852,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,193,,102.8,TRUE,Pre-Biop,400
21181,8,KOK,439,834,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,193,,98.58,TRUE,Pre-Biop,400
21182,8,KOK,439,798,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,193,,94.32,TRUE,Pre-Biop,400
21189,8,KOK,439,816,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,193,,96.45,TRUE,Pre-Biop,400
21183,8,KOK,441,834,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,193,,97.24,TRUE,Pre-Biop,400
21186,8,KOK,449,916,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,193,,101.19,TRUE,Pre-Biop,400
21193,8,KOK,449,889,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,193,,98.21,TRUE,Pre-Biop,400
21185,8,KOK,452,889,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,193,,96.27,TRUE,Pre-Biop,400
21187,8,KOK,459,952,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,193,,98.45,TRUE,Pre-Biop,400
21179,8,KOK,472,1025,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,193,1,97.48,TRUE,Pre-Biop,400
21180,8,KOK,472,952,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,193,,90.53,TRUE,Pre-Biop,400
21191,8,KOK,490,961,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,,,1,,Fall,193,,81.68,TRUE,Pre-Biop,400
20878,8,KOK,347,403,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,194,,96.45,TRUE,Pre-Biop,300
20879,8,KOK,381,508,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,194,,91.85,TRUE,Pre-Biop,300
20876,8,KOK,411,616,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,194,,88.73,TRUE,Pre-Biop,400
20870,8,KOK,419,789,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,194,1,107.26,TRUE,Pre-Biop,400
20872,8,KOK,431,798,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,194,,99.67,TRUE,Pre-Biop,400
20871,8,KOK,434,879,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,194,,107.53,TRUE,Pre-Biop,400
20877,8,KOK,439,852,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,194,,100.7,TRUE,Pre-Biop,400
20873,8,KOK,441,843,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,194,,98.29,TRUE,Pre-Biop,400
20875,8,KOK,447,861,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,194,,96.4,TRUE,Pre-Biop,400
20880,8,KOK,454,943,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,194,,100.77,TRUE,Pre-Biop,400
20874,8,KOK,464,943,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,194,,94.4,TRUE,Pre-Biop,400
20881,8,KOK,467,907,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,194,,89.05,TRUE,Pre-Biop,400
20892,8,KOK,393,598,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,200,,98.52,TRUE,Pre-Biop,300
20891,8,KOK,416,798,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,200,,110.85,TRUE,Pre-Biop,400
20887,8,KOK,436,879,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,200,,106.05,TRUE,Pre-Biop,400
20890,8,KOK,447,916,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,200,,102.56,TRUE,Pre-Biop,400
20886,8,KOK,449,907,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,200,,100.2,TRUE,Pre-Biop,400
20889,8,KOK,454,925,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,200,,98.85,TRUE,Pre-Biop,400
20888,8,KOK,459,952,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,200,,98.45,TRUE,Pre-Biop,400
20885,8,KOK,464,966,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,200,1,96.7,TRUE,Pre-Biop,400
20905,8,KOK,391,553,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,201,,92.51,TRUE,Pre-Biop,300
20906,8,KOK,393,562,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,201,,92.59,TRUE,Pre-Biop,300
20904,8,KOK,408,698,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,201,,102.77,TRUE,Pre-Biop,400
20907,8,KOK,416,780,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,201,,108.35,TRUE,Pre-Biop,400
20908,8,KOK,424,689,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,201,,90.39,TRUE,Pre-Biop,400
20902,8,KOK,441,798,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,201,1,93.04,TRUE,Pre-Biop,400
20910,8,KOK,449,834,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,201,,92.14,TRUE,Pre-Biop,400
20909,8,KOK,454,879,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,201,,93.93,TRUE,Pre-Biop,400
20903,8,KOK,467,943,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,201,,92.59,TRUE,Pre-Biop,400
20921,8,KOK,406,662,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,202,,98.92,TRUE,Pre-Biop,400
20925,8,KOK,416,698,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,202,,96.96,TRUE,Pre-Biop,400
