Record,SppNumb,Species,Length_mm,Weight_g,Sex,Maturity,MM,DD,YYYY,Date,WaterBody,Section,Count,Notes,LOC_Name,LOC_Number,NetType,Position,Season,NetNumb,NetCount,Condition (Fulton's K),Condition Filtered,Strategy,100mmGroup
92421,8,KOK,232,110,,Immature,9,22,2005,9/22/2005,Koocanusa,Rexford,1,,North Sophie,18,1,,Fall,2082,,88.09,TRUE,VARQ,200
92413,8,KOK,235,121,Female,,9,22,2005,9/22/2005,Koocanusa,Rexford,1,,North Sophie,18,1,,Fall,2082,,93.24,TRUE,VARQ,200
92410,8,KOK,238,117,Female,,9,22,2005,9/22/2005,Koocanusa,Rexford,1,,North Sophie,18,1,,Fall,2082,,86.79,TRUE,VARQ,200
92414,8,KOK,240,119,Female,,9,22,2005,9/22/2005,Koocanusa,Rexford,1,,North Sophie,18,1,,Fall,2082,,86.08,TRUE,VARQ,200
92418,8,KOK,245,121,Male,,9,22,2005,9/22/2005,Koocanusa,Rexford,1,,North Sophie,18,1,,Fall,2082,,82.28,TRUE,VARQ,200
92477,8,KOK,214,90,Male,,9,22,2005,9/22/2005,Koocanusa,Rexford,1,,Sandhill,19,1,,Fall,2084,,91.83,TRUE,VARQ,200
92464,8,KOK,222,106,Female,,9,22,2005,9/22/2005,Koocanusa,Rexford,1,,Sandhill,19,1,,Fall,2084,,96.88,TRUE,VARQ,200
92468,8,KOK,222,92,Female,,9,22,2005,9/22/2005,Koocanusa,Rexford,1,,Sandhill,19,1,,Fall,2084,,84.09,TRUE,VARQ,200
92471,8,KOK,222,107,Male,,9,22,2005,9/22/2005,Koocanusa,Rexford,1,,Sandhill,19,1,,Fall,2084,,97.8,TRUE,VARQ,200
92473,8,KOK,222,100,Female,,9,22,2005,9/22/2005,Koocanusa,Rexford,1,,Sandhill,19,1,,Fall,2084,,91.4,TRUE,VARQ,200
92479,8,KOK,222,98,Female,,9,22,2005,9/22/2005,Koocanusa,Rexford,1,,Sandhill,19,1,,Fall,2084,,89.57,TRUE,VARQ,200
92472,8,KOK,223,103,Male,,9,22,2005,9/22/2005,Koocanusa,Rexford,1,,Sandhill,19,1,,Fall,2084,,92.88,TRUE,VARQ,200
92469,8,KOK,225,123,Male,,9,22,2005,9/22/2005,Koocanusa,Rexford,1,,Sandhill,19,1,,Fall,2084,,107.98,TRUE,VARQ,200
92478,8,KOK,226,111,Female,,9,22,2005,9/22/2005,Koocanusa,Rexford,1,,Sandhill,19,1,,Fall,2084,,96.16,TRUE,VARQ,200
92483,8,KOK,226,103,,,9,22,2005,9/22/2005,Koocanusa,Rexford,1,,Sandhill,19,1,,Fall,2084,,89.23,TRUE,VARQ,200
92481,8,KOK,227,107,Male,,9,22,2005,9/22/2005,Koocanusa,Rexford,1,,Sandhill,19,1,,Fall,2084,,91.48,TRUE,VARQ,200
92475,8,KOK,229,119,Female,,9,22,2005,9/22/2005,Koocanusa,Rexford,1,,Sandhill,19,1,,Fall,2084,,99.09,TRUE,VARQ,200
92463,8,KOK,230,104,Female,,9,22,2005,9/22/2005,Koocanusa,Rexford,1,,Sandhill,19,1,,Fall,2084,,85.48,TRUE,VARQ,200
92467,8,KOK,230,113,Female,,9,22,2005,9/22/2005,Koocanusa,Rexford,1,,Sandhill,19,1,,Fall,2084,,92.87,TRUE,VARQ,200
92480,8,KOK,230,114,Male,,9,22,2005,9/22/2005,Koocanusa,Rexford,1,,Sandhill,19,1,,Fall,2084,,93.7,TRUE,VARQ,200
92482,8,KOK,230,111,Female,,9,22,2005,9/22/2005,Koocanusa,Rexford,1,,Sandhill,19,1,,Fall,2084,,91.23,TRUE,VARQ,200
92465,8,KOK,231,108,Female,,9,22,2005,9/22/2005,Koocanusa,Rexford,1,,Sandhill,19,1,,Fall,2084,,87.62,TRUE,VARQ,200
92466,8,KOK,231,114,Male,,9,22,2005,9/22/2005,Koocanusa,Rexford,1,,Sandhill,19,1,,Fall,2084,,92.48,TRUE,VARQ,200
92470,8,KOK,232,113,Female,,9,22,2005,9/22/2005,Koocanusa,Rexford,1,,Sandhill,19,1,,Fall,2084,,90.49,TRUE,VARQ,200
92476,8,KOK,232,113,Female,,9,22,2005,9/22/2005,Koocanusa,Rexford,1,,Sandhill,19,1,,Fall,2084,,90.49,TRUE,VARQ,200
92474,8,KOK,245,125,Male,,9,22,2005,9/22/2005,Koocanusa,Rexford,1,,Sandhill,19,1,,Fall,2084,,85,TRUE,VARQ,200
93682,8,KOK,264,199,Female,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,Campground North of Cabin,8,1,,Fall,16,,108.15,TRUE,VARQ,200
93683,8,KOK,271,203,Male,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,Campground North of Cabin,8,1,,Fall,16,,102,TRUE,VARQ,200
93686,8,KOK,273,201,Female,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,Campground North of Cabin,8,1,,Fall,16,,98.79,TRUE,VARQ,200
93687,8,KOK,274,188,Male,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,Campground North of Cabin,8,1,,Fall,16,,91.39,TRUE,VARQ,200
93680,8,KOK,278,199,,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,Campground North of Cabin,8,1,,Fall,16,,92.62,TRUE,VARQ,200
93684,8,KOK,280,190,Male,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,Campground North of Cabin,8,1,,Fall,16,,86.55,TRUE,VARQ,200
93685,8,KOK,280,223,Female,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,Campground North of Cabin,8,1,,Fall,16,,101.59,TRUE,VARQ,200
93681,8,KOK,286,216,,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,Campground North of Cabin,8,1,,Fall,16,,92.33,TRUE,VARQ,200
93638,8,KOK,270,187,Male,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,South Point Elk,7,1,,Fall,17,,95.01,TRUE,VARQ,200
93637,8,KOK,275,174,Female,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,South Point Elk,7,1,,Fall,17,,83.67,TRUE,VARQ,200
93570,8,KOK,269,185,Female,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,North Point Elk,6,1,,Fall,19,,95.04,TRUE,VARQ,200
93565,8,KOK,270,182,Male,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,North Point Elk,6,1,,Fall,19,,92.47,TRUE,VARQ,200
93567,8,KOK,270,157,Female,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,North Point Elk,6,1,,Fall,19,,79.76,TRUE,VARQ,200
93574,8,KOK,270,168,Male,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,North Point Elk,6,1,,Fall,19,,85.35,TRUE,VARQ,200
93578,8,KOK,270,181,Male,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,North Point Elk,6,1,,Fall,19,,91.96,TRUE,VARQ,200
93579,8,KOK,272,186,Female,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,North Point Elk,6,1,,Fall,19,,92.43,TRUE,VARQ,200
93571,8,KOK,275,210,Male,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,North Point Elk,6,1,,Fall,19,,100.98,TRUE,VARQ,200
93572,8,KOK,276,200,Female,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,North Point Elk,6,1,,Fall,19,,95.13,TRUE,VARQ,200
93576,8,KOK,276,194,Male,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,North Point Elk,6,1,,Fall,19,,92.27,TRUE,VARQ,200
93568,8,KOK,278,189,Male,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,North Point Elk,6,1,,Fall,19,,87.97,TRUE,VARQ,200
93566,8,KOK,279,181,Female,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,North Point Elk,6,1,,Fall,19,,83.34,TRUE,VARQ,200
93577,8,KOK,280,184,Male,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,North Point Elk,6,1,,Fall,19,,83.82,TRUE,VARQ,200
93569,8,KOK,281,252,Male,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,North Point Elk,6,1,,Fall,19,,113.57,TRUE,VARQ,200
93573,8,KOK,282,204,Male,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,North Point Elk,6,1,,Fall,19,,90.97,TRUE,VARQ,200
93575,8,KOK,302,261,Male,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,North Point Elk,6,1,,Fall,19,,94.76,TRUE,VARQ,300
93564,8,KOK,311,276,Male,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,North Point Elk,6,1,,Fall,19,,91.75,TRUE,VARQ,300
93445,8,KOK,257,160,Female,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,East of Campground,3,1,,Fall,20,,94.26,TRUE,VARQ,200
93449,8,KOK,257,156,Female,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,East of Campground,3,1,,Fall,20,,91.9,TRUE,VARQ,200
93438,8,KOK,268,208,Male,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,East of Campground,3,1,,Fall,20,,108.06,TRUE,VARQ,200
93448,8,KOK,270,210,Male,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,East of Campground,3,1,,Fall,20,,106.69,TRUE,VARQ,200
93439,8,KOK,272,190,Female,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,East of Campground,3,1,,Fall,20,,94.42,TRUE,VARQ,200
93437,8,KOK,275,212,Male,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,East of Campground,3,1,,Fall,20,,101.94,TRUE,VARQ,200
93444,8,KOK,275,212,Male,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,East of Campground,3,1,,Fall,20,,101.94,TRUE,VARQ,200
93446,8,KOK,275,216,Female,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,East of Campground,3,1,,Fall,20,,103.86,TRUE,VARQ,200
93447,8,KOK,277,206,Female,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,East of Campground,3,1,,Fall,20,,96.92,TRUE,VARQ,200
93436,8,KOK,278,186,Male,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,East of Campground,3,1,,Fall,20,,86.57,TRUE,VARQ,200
93442,8,KOK,282,190,Female,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,East of Campground,3,1,,Fall,20,,84.72,TRUE,VARQ,200
93443,8,KOK,287,240,Male,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,East of Campground,3,1,,Fall,20,,101.52,TRUE,VARQ,200
93441,8,KOK,292,248,Male,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,East of Campground,3,1,,Fall,20,,99.61,TRUE,VARQ,200
93440,8,KOK,306,174,Male,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,East of Campground,3,1,,Fall,20,,60.73,TRUE,VARQ,300
93460,8,KOK,260,204,Male,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,Cabin,5,1,,Fall,21,,116.07,TRUE,VARQ,200
93462,8,KOK,261,200,Female,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,Cabin,5,1,,Fall,21,,112.49,TRUE,VARQ,200
93454,8,KOK,270,224,Female,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,Cabin,5,1,,Fall,21,,113.8,TRUE,VARQ,200
93463,8,KOK,270,206,Male,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,Cabin,5,1,,Fall,21,,104.66,TRUE,VARQ,200
93455,8,KOK,271,196,Male,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,Cabin,5,1,,Fall,21,,98.48,TRUE,VARQ,200
93458,8,KOK,271,198,Female,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,Cabin,5,1,,Fall,21,,99.48,TRUE,VARQ,200
93456,8,KOK,272,198,Female,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,Cabin,5,1,,Fall,21,,98.39,TRUE,VARQ,200
93459,8,KOK,275,202,Female,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,Cabin,5,1,,Fall,21,,97.13,TRUE,VARQ,200
93461,8,KOK,279,218,Female,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,Cabin,5,1,,Fall,21,,100.38,TRUE,VARQ,200
93457,8,KOK,305,256,Male,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,Cabin,5,1,,Fall,21,,90.23,TRUE,VARQ,300
93288,8,KOK,256,164,Female,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,West of Ramp,10,1,,Fall,22,,97.75,TRUE,VARQ,200
93282,8,KOK,260,188,Female,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,West of Ramp,10,1,,Fall,22,,106.96,TRUE,VARQ,200
93284,8,KOK,263,204,Male,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,West of Ramp,10,1,,Fall,22,,112.14,TRUE,VARQ,200
93285,8,KOK,265,202,Male,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,West of Ramp,10,1,,Fall,22,,108.55,TRUE,VARQ,200
93286,8,KOK,267,186,Male,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,West of Ramp,10,1,,Fall,22,,97.72,TRUE,VARQ,200
93289,8,KOK,271,190,Female,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,West of Ramp,10,1,,Fall,22,,95.47,TRUE,VARQ,200
93283,8,KOK,272,190,Male,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,West of Ramp,10,1,,Fall,22,,94.42,TRUE,VARQ,200
93287,8,KOK,281,204,Male,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,West of Ramp,10,1,,Fall,22,,91.94,TRUE,VARQ,200
93367,8,KOK,266,204,Male,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,South of Bridge,11,1,,Fall,23,,108.39,TRUE,VARQ,200
93369,8,KOK,267,186,Female,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,South of Bridge,11,1,,Fall,23,,97.72,TRUE,VARQ,200
93370,8,KOK,267,190,Male,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,South of Bridge,11,1,,Fall,23,,99.82,TRUE,VARQ,200
93368,8,KOK,268,206,Male,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,South of Bridge,11,1,,Fall,23,,107.02,TRUE,VARQ,200
93372,8,KOK,269,194,Female,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,South of Bridge,11,1,,Fall,23,,99.67,TRUE,VARQ,200
93371,8,KOK,273,228,Male,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,South of Bridge,11,1,,Fall,23,,112.06,TRUE,VARQ,200
93366,8,KOK,280,208,Male,,9,12,2006,9/12/2006,Koocanusa,Canada,1,,South of Bridge,11,1,,Fall,23,,94.75,TRUE,VARQ,200
93936,8,KOK,265,149,Female,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Point Young,17,1,,Fall,24,,80.07,TRUE,VARQ,200
93944,8,KOK,265,183,Male,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Point Young,17,1,,Fall,24,,98.34,TRUE,VARQ,200
93938,8,KOK,272,186,Female,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Point Young,17,1,,Fall,24,,92.43,TRUE,VARQ,200
93957,8,KOK,272,203,Female,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Point Young,17,1,,Fall,24,,100.88,TRUE,VARQ,200
93943,8,KOK,277,182,Female,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Point Young,17,1,,Fall,24,,85.63,TRUE,VARQ,200
93955,8,KOK,279,175,Male,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Point Young,17,1,,Fall,24,,80.58,TRUE,VARQ,200
93935,8,KOK,280,190,Female,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Point Young,17,1,,Fall,24,,86.55,TRUE,VARQ,200
93942,8,KOK,280,206,Female,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Point Young,17,1,,Fall,24,,93.84,TRUE,VARQ,200
93949,8,KOK,280,197,Male,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Point Young,17,1,,Fall,24,,89.74,TRUE,VARQ,200
93954,8,KOK,280,219,Male,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Point Young,17,1,,Fall,24,,99.76,TRUE,VARQ,200
93956,8,KOK,280,193,Male,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Point Young,17,1,,Fall,24,,87.92,TRUE,VARQ,200
93950,8,KOK,282,187,Male,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Point Young,17,1,,Fall,24,,83.39,TRUE,VARQ,200
93947,8,KOK,283,177,Male,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Point Young,17,1,,Fall,24,,78.09,TRUE,VARQ,200
93941,8,KOK,284,214,Female,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Point Young,17,1,,Fall,24,,93.42,TRUE,VARQ,200
93948,8,KOK,284,225,Male,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Point Young,17,1,,Fall,24,,98.23,TRUE,VARQ,200
93952,8,KOK,285,178,Male,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Point Young,17,1,,Fall,24,,76.89,TRUE,VARQ,200
93940,8,KOK,289,225,Female,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Point Young,17,1,,Fall,24,,93.22,TRUE,VARQ,200
93946,8,KOK,293,216,Male,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Point Young,17,1,,Fall,24,,85.87,TRUE,VARQ,200
93951,8,KOK,293,236,Female,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Point Young,17,1,,Fall,24,,93.82,TRUE,VARQ,200
93937,8,KOK,294,222,Male,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Point Young,17,1,,Fall,24,,87.36,TRUE,VARQ,200
93939,8,KOK,295,228,Female,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Point Young,17,1,,Fall,24,,88.81,TRUE,VARQ,200
93953,8,KOK,295,285,Male,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Point Young,17,1,,Fall,24,,111.01,TRUE,VARQ,200
93958,8,KOK,295,267,Male,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Point Young,17,1,,Fall,24,,104,TRUE,VARQ,200
93945,8,KOK,297,229,Male,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Point Young,17,1,,Fall,24,,87.41,TRUE,VARQ,200
94114,8,KOK,267,190,Female,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,25,,99.82,TRUE,VARQ,200
94113,8,KOK,275,223,Male,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,25,,107.23,TRUE,VARQ,200
93881,8,KOK,263,164,Female,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,26,,90.15,TRUE,VARQ,200
93882,8,KOK,265,183,Female,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,26,,98.34,TRUE,VARQ,200
93892,8,KOK,265,170,Female,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,26,,91.35,TRUE,VARQ,200
93893,8,KOK,270,203,Female,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,26,,103.13,TRUE,VARQ,200
93877,8,KOK,272,175,Male,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,26,,86.96,TRUE,VARQ,200
93883,8,KOK,272,192,Male,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,26,,95.41,TRUE,VARQ,200
93884,8,KOK,273,178,Male,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,26,,87.48,TRUE,VARQ,200
93885,8,KOK,276,173,Female,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,26,,82.28,TRUE,VARQ,200
93890,8,KOK,277,186,Male,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,26,,87.51,TRUE,VARQ,200
93894,8,KOK,278,210,Female,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,26,,97.74,TRUE,VARQ,200
93889,8,KOK,280,194,Male,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,26,,88.37,TRUE,VARQ,200
93888,8,KOK,281,215,Male,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,26,,96.9,TRUE,VARQ,200
93878,8,KOK,282,206,Female,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,26,,91.86,TRUE,VARQ,200
93880,8,KOK,286,228,Male,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,26,,97.46,TRUE,VARQ,200
93891,8,KOK,286,237,Female,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,26,,101.31,TRUE,VARQ,200
93886,8,KOK,287,226,Male,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,26,,95.6,TRUE,VARQ,200
93887,8,KOK,287,238,Male,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,26,,100.68,TRUE,VARQ,200
93879,8,KOK,290,225,Female,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,26,,92.25,TRUE,VARQ,200
93876,8,KOK,295,252,Male,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,26,,98.16,TRUE,VARQ,200
94020,8,KOK,261,156,Female,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Sophie,18,1,,Fall,28,,87.74,TRUE,VARQ,200
94018,8,KOK,268,170,Male,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Sophie,18,1,,Fall,28,,88.32,TRUE,VARQ,200
94021,8,KOK,270,182,Female,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Sophie,18,1,,Fall,28,,92.47,TRUE,VARQ,200
94025,8,KOK,270,192,Female,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Sophie,18,1,,Fall,28,,97.55,TRUE,VARQ,200
94024,8,KOK,273,186,Female,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Sophie,18,1,,Fall,28,,91.42,TRUE,VARQ,200
94012,8,KOK,274,186,Male,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Sophie,18,1,,Fall,28,,90.42,TRUE,VARQ,200
94016,8,KOK,277,212,Female,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Sophie,18,1,,Fall,28,,99.75,TRUE,VARQ,200
94014,8,KOK,282,230,Female,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Sophie,18,1,,Fall,28,,102.56,TRUE,VARQ,200
94015,8,KOK,282,190,Female,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Sophie,18,1,,Fall,28,,84.72,TRUE,VARQ,200
94017,8,KOK,283,198,Female,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Sophie,18,1,,Fall,28,,87.36,TRUE,VARQ,200
94013,8,KOK,284,230,Male,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Sophie,18,1,,Fall,28,,100.41,TRUE,VARQ,200
94019,8,KOK,286,214,Female,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Sophie,18,1,,Fall,28,,91.48,TRUE,VARQ,200
94023,8,KOK,287,224,Female,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Sophie,18,1,,Fall,28,,94.76,TRUE,VARQ,200
94022,8,KOK,291,248,Male,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,North Sophie,18,1,,Fall,28,,100.64,TRUE,VARQ,200
94076,8,KOK,249,116,Male,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,Far South Tobacco,6,1,,Fall,29,,75.14,TRUE,VARQ,200
94075,8,KOK,288,228,Male,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,Far South Tobacco,6,1,,Fall,29,,95.45,TRUE,VARQ,200
94073,8,KOK,291,218,Male,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,Far South Tobacco,6,1,,Fall,29,,88.47,TRUE,VARQ,200
94074,8,KOK,299,260,Male,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,Far South Tobacco,6,1,,Fall,29,,97.27,TRUE,VARQ,200
94048,8,KOK,261,164,Female,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,Sandhill,19,1,,Fall,30,,92.24,TRUE,VARQ,200
94053,8,KOK,265,182,Male,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,Sandhill,19,1,,Fall,30,,97.8,TRUE,VARQ,200
94049,8,KOK,275,182,Female,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,Sandhill,19,1,,Fall,30,,87.51,TRUE,VARQ,200
94052,8,KOK,278,190,Male,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,Sandhill,19,1,,Fall,30,,88.43,TRUE,VARQ,200
94051,8,KOK,285,230,Male,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,Sandhill,19,1,,Fall,30,,99.36,TRUE,VARQ,200
94050,8,KOK,289,226,Male,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,Sandhill,19,1,,Fall,30,,93.63,TRUE,VARQ,200
94093,8,KOK,256,172,Male,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,31,,102.52,TRUE,VARQ,200
94090,8,KOK,258,182,Male,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,31,,105.98,TRUE,VARQ,200
94088,8,KOK,261,176,Male,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,31,,98.99,TRUE,VARQ,200
94089,8,KOK,264,168,Male,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,31,,91.31,TRUE,VARQ,200
94092,8,KOK,281,228,Male,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,31,,102.76,TRUE,VARQ,200
94094,8,KOK,282,202,Male,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,31,,90.07,TRUE,VARQ,200
94091,8,KOK,288,136,Male,,9,13,2006,9/13/2006,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,31,,56.93,TRUE,VARQ,200
95286,8,KOK,245,136,Female,,9,10,2007,9/10/2007,Koocanusa,Canada,1,,Cabin,5,1,,Fall,47,,92.48,TRUE,VARQ,200
95292,8,KOK,278,241,Male,,9,10,2007,9/10/2007,Koocanusa,Canada,1,,Cabin,5,1,,Fall,47,,112.17,TRUE,VARQ,200
95285,8,KOK,280,201,Female,,9,10,2007,9/10/2007,Koocanusa,Canada,1,,Cabin,5,1,,Fall,47,,91.56,TRUE,VARQ,200
95284,8,KOK,281,195,Male,,9,10,2007,9/10/2007,Koocanusa,Canada,1,,Cabin,5,1,,Fall,47,,87.89,TRUE,VARQ,200
95297,8,KOK,283,246,Male,,9,10,2007,9/10/2007,Koocanusa,Canada,1,,Cabin,5,1,,Fall,47,,108.54,TRUE,VARQ,200
